TIMESTAMP;TRIP_DURATION;TRIP_LENGTH;START_POSITION_LAT;START_POSITION_LONG;END_POSITION_LAT;END_POSITION_LONG
1379955715;900;38;41.162508;-8.600229;41.15475;-8.649324
1377808767;165;37;41.159295;-8.5977;41.181633;-8.625888
1396637418;615;34;41.146506;-8.630415;41.156856;-8.669925
1374237601;1665;31;41.146794;-8.617608;41.125572;-8.601705
1387670781;225;28;41.145687;-8.660232;41.153463;-8.615313
1402594528;975;211;41.152068;-8.604207;41.141304;-8.58942
1400986544;1695;15;41.166243;-8.613261;41.135643;-8.686314
1395800127;2655;72;41.157306;-8.649126;41.165937;-8.608815
1402664351;225;67;41.172804;-8.612595;41.149989;-8.628462
1380578512;1575;210;41.147622;-8.681805;41.180328;-8.670132
1390511957;1845;89;41.137515;-8.617608;41.209362;-8.669997
1394248065;435;52;41.170563;-8.662482;41.156307;-8.649783
1380391712;855;41;41.14755;-8.601759;41.146353;-8.654805
1393940787;885;103;41.178762;-8.597052;41.148855;-8.671113
1396477059;975;63;41.154336;-8.610903;41.152257;-8.684037
1400242010;990;58;41.161149;-8.608626;41.17941;-8.617923
1392969028;1785;62;41.157243;-8.619903;41.182902;-8.585568
1398126375;1275;18;41.167017;-8.59923;41.177601;-8.611263
1372929900;900;17;41.182983;-8.643816;41.179005;-8.650152
1393606799;945;160;41.140728;-8.570772;41.161797;-8.628732
1380815016;960;21;41.154309;-8.638335;41.145561;-8.630316
1387544893;300;25;41.150799;-8.613837;41.163948;-8.670627
1378117813;705;61;41.154372;-8.584335;41.184846;-8.613639
1401299461;1665;116;41.145948;-8.574696;41.142069;-8.603145
1376983485;1080;71;41.241519;-8.605782;41.167602;-8.606169
1393115579;780;77;41.161896;-8.608734;41.148234;-8.586108
1388130355;1125;92;41.178762;-8.652546;41.157504;-8.661114
1399309594;660;53;41.159043;-8.613594;41.23755;-8.600517
1403765766;2730;277;41.143428;-8.680455;41.15205;-8.604549
1378507924;900;33;41.14638;-8.583903;41.141421;-8.584884
1388720411;495;55;41.175423;-8.584335;41.147343;-8.639163
1380317964;1245;289;41.144706;-8.611092;41.145192;-8.593425
1376479135;525;16;41.14071;-8.618337;41.137434;-8.587602
1392083192;1755;27;41.182794;-8.613729;41.168043;-8.642025
1384948121;1515;211;41.14584;-8.61417;41.149701;-8.678565
1403214775;1605;168;41.163138;-8.592264;41.149755;-8.587746
1380724975;945;15;41.128434;-8.60067;41.148486;-8.585712
1383073119;6105;16;41.148054;-8.613855;41.15511;-8.621226
1391445163;795;76;41.15034;-8.612307;41.155479;-8.672562
1374402363;705;17;41.179815;-8.630379;41.148243;-8.614287
1393043334;2730;33;41.179752;-8.602857;41.162931;-8.60004
1393501508;1095;26;41.148468;-8.584362;41.133483;-8.611155
1380815016;450;128;41.151321;-8.612154;41.170167;-8.600553
1376759218;675;133;41.154093;-8.598141;41.149494;-8.664606
1394186848;1020;73;41.147973;-8.606331;41.215554;-8.61291
1377972980;780;13;41.177592;-8.582616;41.165973;-8.606034
1386803490;1005;179;41.145993;-8.585739;41.140773;-8.56854
1399007585;555;35;41.144526;-8.63046;41.14071;-8.641602
1373115127;765;168;41.141475;-8.610939;41.237883;-8.666541
1389525161;1365;91;41.163165;-8.584335;41.163408;-8.597592
1384564285;885;36;41.162229;-8.604756;41.151366;-8.626761
1382022295;2265;32;41.142141;-8.608167;41.157243;-8.648064
1382952269;225;61;41.149377;-8.604864;41.191128;-8.586
1395150529;585;46;41.149161;-8.598141;41.131116;-8.670591
1373461478;2115;34;41.148405;-8.628732;41.164983;-8.589267
1391654344;735;128;41.155857;-8.61561;41.176215;-8.525061
1394970528;1725;60;41.159394;-8.565615;41.148945;-8.604333
1380834401;1095;31;41.161149;-8.616339;41.140269;-8.614215
1380181683;1665;22;41.145912;-8.614251;41.236056;-8.66376
1398948947;1290;67;41.162715;-8.626005;41.148243;-8.601003
1375966745;465;14;41.149242;-8.653563;41.152203;-8.611605
1377972980;285;9;41.163156;-8.639388;41.165154;-8.608662
1384155751;4335;31;41.151942;-8.617437;41.179086;-8.614845
1392282588;2250;123;41.152005;-8.630181;41.14143;-8.677575
1386221490;495;109;41.151447;-8.652555;41.156442;-8.651664
1403350042;465;71;41.163624;-8.684802;41.147388;-8.627841
1389038117;960;48;41.14692;-8.607924;41.178924;-8.60058
1376646250;750;177;41.149197;-8.637174;41.237001;-8.568135
1399440334;570;24;41.148954;-8.613657;41.224284;-8.689185
1378018451;1680;22;41.145966;-8.640891;41.155479;-8.682156
1375326758;1815;26;41.159781;-8.577702;41.154021;-8.644698
1382399100;3165;62;41.162724;-8.633187;41.159754;-8.629605
1391098372;855;407;41.153481;-8.630667;41.165271;-8.63595
1394012894;2025;119;41.167386;-8.629731;41.184;-8.63523
1386894623;885;101;41.150034;-8.612487;41.181624;-8.669925
1398575650;1425;61;41.161275;-8.639946;41.152356;-8.659773
1397192484;1905;40;41.16411;-8.613837;41.14782;-8.640135
1384202497;2160;41;41.163516;-8.640288;41.149422;-8.578692
1382756920;645;41;41.155767;-8.649306;41.153427;-8.580564
1395487371;1320;16;41.151924;-8.581896;41.148072;-8.634087
1402660094;510;22;41.176089;-8.614125;41.155686;-8.595828
1387693716;810;34;41.14647;-8.615583;41.146677;-8.612757
1376806337;1860;39;41.160951;-8.649522;41.178573;-8.600517
1402698873;165;144;41.149152;-8.656902;41.153472;-8.650206
1400976652;825;87;41.140773;-8.674128;41.15754;-8.643465
1387808323;360;139;41.185602;-8.592084;41.145696;-8.612622
1374166156;840;130;41.162742;-8.597718;41.176827;-8.601003
1395652874;2520;63;41.155137;-8.602542;41.164452;-8.650449
1393312284;690;65;41.151699;-8.600121;41.148441;-8.596161
1384628734;315;68;41.156568;-8.626005;41.179086;-8.597808
1380877153;915;26;41.142105;-8.585802;41.168349;-8.659719
1373334703;330;89;41.162175;-8.655219;41.150178;-8.622288
1403387156;240;81;41.148342;-8.611002;41.181786;-8.585703
1389430564;960;81;41.161059;-8.662032;41.170194;-8.623773
1373081772;795;33;41.162508;-8.534124;41.159016;-8.607852
1380338371;465;46;41.157369;-8.585811;41.165856;-8.584992
1392245356;555;117;41.148153;-8.649648;41.145813;-8.682534
1396208289;450;96;41.146146;-8.584344;41.183289;-8.565264
1378547499;1065;85;41.155407;-8.607321;41.187654;-8.669889
1397125781;570;16;41.144265;-8.568423;41.104206;-8.604432
1384565400;1980;102;41.16249;-8.680455;41.144058;-8.645013
1374082766;1215;105;41.176296;-8.615268;41.148801;-8.591103
1402570779;1395;16;41.154822;-8.61399;41.163138;-8.652654
1374984566;615;49;41.159061;-8.606529;41.157162;-8.684424
1384511525;810;37;41.14962;-8.609688;41.146758;-8.584893
1392849083;915;64;41.153283;-8.627031;41.14359;-8.549838
1392381550;1905;35;41.167332;-8.582616;41.141304;-8.654022
1398506387;1695;72;41.166405;-8.639901;41.169969;-8.557398
1400374465;990;90;41.145903;-8.615493;41.140773;-8.637534
1392646060;690;32;41.16168;-8.582292;41.152482;-8.670258
1372952240;345;11;41.173263;-8.611992;41.146272;-8.591706
1384277310;2010;47;41.150304;-8.607078;41.148252;-8.647425
1385563417;660;27;41.14476;-8.605728;41.180958;-8.616654
1389973110;210;70;41.141439;-8.585703;41.237712;-8.60409
1400526897;3195;74;41.173605;-8.610534;41.152275;-8.659485
1373796007;915;103;41.182794;-8.60877;41.142213;-8.602497
1392738230;915;70;41.241519;-8.610975;41.146353;-8.602668
1395304750;225;131;41.156019;-8.624979;41.159367;-8.566524
1374417168;435;35;41.16249;-8.60256;41.149773;-8.668584
1396138240;2130;182;41.150034;-8.599239;41.10408;-8.613225
1385487731;330;82;41.14728;-8.610741;41.169969;-8.60337
1377018777;885;32;41.147145;-8.608032;41.153931;-8.643366
1401661015;765;34;41.145948;-8.621064;41.154588;-8.61291
1383914271;1245;22;41.181048;-8.613963;41.144733;-8.668017
1381577600;1830;106;41.170806;-8.612532;41.162643;-8.585775
1387003779;1050;51;41.15493;-8.587368;41.159502;-8.6418
1400495165;435;21;41.176179;-8.612388;41.236443;-8.678682
1401908585;390;116;41.170599;-8.608734;41.145939;-8.651277
1393839007;495;41;41.156919;-8.608392;41.156289;-8.591499
1391084283;690;42;41.149386;-8.62722;41.155479;-8.671491
1394185576;990;64;41.144679;-8.583084;41.176476;-8.628462
1380218455;1365;89;41.140773;-8.612154;41.159907;-8.590842
1388620056;1290;61;41.160888;-8.644239;41.148054;-8.574201
1382594380;2520;72;41.15088;-8.624979;41.157423;-8.584236
1391690019;555;67;41.147955;-8.610318;41.158017;-8.610795
1400929579;780;45;41.142294;-8.600112;41.176161;-8.612019
1380635970;855;10;41.147784;-8.585811;41.15493;-8.636211
1396676344;1665;17;41.142843;-8.606538;41.141304;-8.600481
1381472147;615;49;41.173317;-8.587647;41.149206;-8.573301
1387693716;675;58;41.146011;-8.606502;41.156991;-8.629155
1379591837;810;141;41.16177;-8.598447;41.167521;-8.630379
1394714218;540;150;41.148459;-8.594694;41.170617;-8.629614
1398394385;585;13;41.144904;-8.612388;41.237712;-8.612676
1382001504;1590;115;41.171031;-8.630739;41.144427;-8.610966
1399309594;1350;22;41.149197;-8.639766;41.168016;-8.521533
1396030715;735;82;41.162787;-8.569323;41.14413;-8.609967
1383090051;1230;43;41.182731;-8.585505;41.170797;-8.591562
1403214775;405;98;41.148999;-8.609382;41.168466;-8.610633
1383350356;1005;21;41.140683;-8.604333;41.23656;-8.629902
1386107272;480;132;41.141286;-8.6391;41.150997;-8.59437
1377244847;1065;74;41.146794;-8.598051;41.140215;-8.649351
1401143490;1125;26;41.150133;-8.609958;41.184;-8.611299
1399150365;345;69;41.157477;-8.620011;41.183487;-8.609202
1403094286;1140;150;41.148981;-8.604045;41.149755;-8.5932
1385041982;945;12;41.146857;-8.607132;41.23656;-8.668629
1396477059;540;19;41.161122;-8.689356;41.165856;-8.649801
1397203654;270;55;41.156091;-8.655237;41.150349;-8.630208
1399691662;1455;50;41.161896;-8.610111;41.157216;-8.619768
1383898328;2130;179;41.164641;-8.610831;41.149683;-8.607546
1391705738;1275;25;41.173326;-8.655219;41.153787;-8.625681
1401213625;345;68;41.169159;-8.588322;41.146056;-8.587647
1401970377;1815;116;41.157432;-8.647191;41.180166;-8.670204
1394382687;885;57;41.162733;-8.613954;41.152356;-8.556453
1388998492;390;45;41.147883;-8.620965;41.208768;-8.60508
1385204698;495;37;41.17077;-8.668179;41.170896;-8.630928
1393070308;240;93;41.159475;-8.619822;41.161599;-8.596539
1395431716;1950;104;41.146722;-8.580249;41.153625;-8.614053
1393728242;900;66;41.159754;-8.6094;41.167701;-8.613927
1379332525;180;43;41.151294;-8.610885;41.172435;-8.648721
1384512982;525;31;41.154633;-8.585631;41.136966;-8.617779
1396259706;630;19;41.182623;-8.584344;41.177583;-8.624304
1397539654;840;277;41.166099;-8.577162;41.14089;-8.614899
1385175430;4155;72;41.162877;-8.652132;41.150007;-8.654265
1376759218;555;95;41.146335;-8.599293;41.17833;-8.60337
1374657631;1290;56;41.166864;-8.592264;41.178168;-8.678565
1388398551;1875;56;41.152878;-8.640585;41.153058;-8.620875
1376920620;3195;18;41.157351;-8.597106;41.192307;-8.650152
1379350291;2025;128;41.167332;-8.612604;41.152446;-8.608338
1400783284;1905;59;41.189139;-8.631324;41.165928;-8.551827
1391697107;375;213;41.177466;-8.60013;41.151798;-8.592831
1395147000;1905;65;41.157459;-8.606475;41.160888;-8.602668
1390657839;1470;211;41.145912;-8.608221;41.163534;-8.605008
1386757318;1245;39;41.158917;-8.610804;41.146299;-8.629506
1394190470;2160;135;41.148486;-8.646237;41.237577;-8.6409
1372742727;885;59;41.1543;-8.654706;41.151501;-8.632143
1382714170;450;22;41.150574;-8.649477;41.140818;-8.654256
1375110712;1380;63;41.15043;-8.621442;41.19156;-8.66655
1374408148;435;62;41.177592;-8.615493;41.178168;-8.61462
1374777708;5610;213;41.146371;-8.614854;41.136795;-8.608662
1387273689;795;63;41.149035;-8.665605;41.151771;-8.567478
1378212994;240;27;41.146875;-8.681751;41.161383;-8.560314
1400859896;705;19;41.137479;-8.5977;41.177574;-8.708355
1376196399;1425;20;41.149854;-8.606079;41.147496;-8.64108
1379603515;360;71;41.181777;-8.630109;41.177205;-8.586531
1391796179;1980;34;41.163894;-8.666595;41.161059;-8.607897
1385865470;450;44;41.155758;-8.630604;41.152374;-8.632629
1394891125;645;26;41.166234;-8.606916;41.145669;-8.614746
1383040478;810;134;41.170419;-8.587368;41.158116;-8.621046
1396336935;345;79;41.144598;-8.641359;41.153607;-8.587602
1394145536;1215;45;41.151348;-8.625627;41.144472;-8.64648
1392127534;675;119;41.159169;-8.620011;41.145966;-8.670042
1401525289;705;133;41.149638;-8.649414;41.143212;-8.625861
1373635379;870;277;41.159763;-8.616447;41.170356;-8.6409
1374378489;1440;89;41.170707;-8.611209;41.158548;-8.614755
1400578447;930;37;41.141286;-8.656866;41.163246;-8.66655
1401103625;1020;266;41.170896;-8.608275;41.143365;-8.649027
1398568845;750;121;41.180526;-8.640585;41.159907;-8.612019
1399286946;255;111;41.151231;-8.610795;41.10408;-8.584623
1397633484;585;48;41.168979;-8.585775;41.154156;-8.638767
1403260607;1185;30;41.168979;-8.628984;41.145759;-8.609013
1385640241;510;59;41.182695;-8.606601;41.165091;-8.591598
1378906728;1350;104;41.152509;-8.62857;41.162877;-8.644806
1374510526;1395;17;41.181777;-8.613234;41.150061;-8.606061
1378225460;840;83;41.174397;-8.584317;41.133285;-8.647065
1399403299;2685;30;41.150196;-8.589303;41.159151;-8.58375
1397850996;330;79;41.161491;-8.599959;41.14089;-8.669808
1393220008;2655;109;41.162733;-8.619759;41.236632;-8.657343
1383848380;3660;18;41.150313;-8.618337;41.14854;-8.590509
1398877365;1620;67;41.167323;-8.674137;41.148774;-8.654265
1381134352;825;131;41.153283;-8.630649;41.153472;-8.660673
1382867301;735;155;41.162391;-8.658135;41.155596;-8.629317
1397974910;240;144;41.149026;-8.656524;41.187762;-8.607969
1385520612;435;35;41.168034;-8.599221;41.167503;-8.60823
1397208209;990;37;41.147469;-8.609796;41.168349;-8.65278
1390940696;1665;21;41.161212;-8.640891;41.160852;-8.589906
1392074940;570;28;41.147874;-8.612622;41.16141;-8.681652
1382591306;1995;13;41.171031;-8.612541;41.156586;-8.613954
1374885353;1125;91;41.161077;-8.608122;41.23737;-8.631045
1378919019;1095;32;41.173785;-8.645463;41.159907;-8.650755
1378598807;315;38;41.161482;-8.627184;41.137866;-8.611902
1379383730;3990;33;41.146911;-8.657334;41.189193;-8.585739
1388829636;150;125;41.157864;-8.677881;41.176215;-8.632467
1396765153;255;107;41.147703;-8.674128;41.14089;-8.58375
1387851836;750;36;41.151987;-8.605692;41.183289;-8.663643
1392924656;1035;40;41.183019;-8.606646;41.166342;-8.63595
1376457231;810;35;41.15025;-8.599239;41.16825;-8.630883
1392407909;1125;37;41.148288;-8.651853;41.156955;-8.585667
1381304712;675;26;41.159745;-8.606457;41.170194;-8.602056
1402501044;3660;39;41.147784;-8.58762;41.147532;-8.699094
1398075346;510;75;41.148477;-8.604333;41.146767;-8.573013
1399812366;510;70;41.159133;-8.620974;41.236866;-8.615484
1375172581;825;182;41.145552;-8.602578;41.14098;-8.602605
1379215356;900;97;41.145687;-8.604747;41.158926;-8.650098
1403204123;1260;130;41.141277;-8.596485;41.161698;-8.62452
1386401219;1560;48;41.1759;-8.620974;41.191128;-8.639469
1394938483;1125;42;41.166135;-8.609022;41.186781;-8.651313
1391423369;1185;24;41.141376;-8.597205;41.14818;-8.636931
1381165413;270;135;41.147874;-8.582364;41.142762;-8.606691
1372855598;645;26;41.154354;-8.630703;41.226021;-8.586162
1399992473;780;47;41.143338;-8.619822;41.147343;-8.613027
1389525161;690;92;41.153544;-8.617662;41.157531;-8.611587
1375929647;2010;238;41.176296;-8.674065;41.160555;-8.625663
1392162424;390;127;41.166045;-8.659584;41.162454;-8.623008
1374267666;1335;54;41.190831;-8.580024;41.158935;-8.610336
1394970528;330;74;41.148891;-8.606367;41.105187;-8.601147
1385583929;240;111;41.1552;-8.646309;41.176161;-8.640756
1395360163;930;141;41.14215;-8.611146;41.191515;-8.602497
1392905617;810;65;41.144904;-8.600004;41.152743;-8.604747
1393606799;2685;60;41.157423;-8.682669;41.137695;-8.664579
1380815016;165;59;41.142969;-8.68689;41.157855;-8.602092
1390906957;1560;18;41.170338;-8.587647;41.16843;-8.692929
1401225209;195;29;41.155758;-8.651853;41.151195;-8.595522
1398617622;435;36;41.180301;-8.607924;41.18274;-8.585172
1394248065;540;133;41.155587;-8.620902;41.145921;-8.606853
1391452897;3195;36;41.15925;-8.645706;41.158764;-8.570439
1399895647;375;47;41.160051;-8.662788;41.187861;-8.645616
1374295611;2070;33;41.157378;-8.612388;41.159079;-8.604702
1393408417;645;95;41.146137;-8.612352;41.140629;-8.668629
1373334703;2250;17;41.238342;-8.619786;41.176611;-8.594928
1381689344;1140;79;41.154354;-8.610354;41.165667;-8.605926
1394186848;1380;99;41.148027;-8.630082;41.236533;-8.574201
1379084051;1605;64;41.164506;-8.603406;41.145966;-8.597682
1373002475;975;238;41.164164;-8.681589;41.14836;-8.632143
1378225460;2265;9;41.145507;-8.606412;41.165937;-8.664426
1393115579;1110;48;41.148153;-8.624214;41.145174;-8.648802
1383397404;930;31;41.155848;-8.649558;41.19255;-8.586342
1373285740;1950;116;41.15376;-8.630568;41.136795;-8.592093
1379708915;2325;15;41.179626;-8.61084;41.152572;-8.60904
1379084051;1200;84;41.141646;-8.621055;41.236866;-8.683812
1373630820;1275;31;41.186709;-8.627031;41.150052;-8.628795
1380815016;1230;29;41.146227;-8.630316;41.143401;-8.690274
1387536827;375;139;41.155011;-8.645463;41.161653;-8.592561
1394035026;1290;210;41.147307;-8.608662;41.114205;-8.611155
1400114996;1245;130;41.157648;-8.634546;41.153418;-8.610309
1401938623;1695;82;41.145732;-8.600157;41.165946;-8.606106
1401570288;150;121;41.146029;-8.601993;41.157135;-8.584029
1376418415;1905;172;41.17365;-8.613864;41.149206;-8.626077
1387359227;840;56;41.141286;-8.566911;41.183865;-8.610939
1403512432;495;67;41.1687;-8.613657;41.14962;-8.620119
1387536827;1005;46;41.163975;-8.600238;41.236965;-8.56665
1375452226;3195;65;41.147721;-8.612577;41.152419;-8.626536
1391122510;495;101;41.150178;-8.567811;41.143986;-8.591976
1378507924;1620;32;41.146677;-8.649459;41.175477;-8.627346
1384631613;240;210;41.154291;-8.599293;41.1489;-8.587179
1396120796;390;103;41.14773;-8.603037;41.156163;-8.675523
1384249066;720;91;41.149404;-8.613198;41.161626;-8.677548
1394428764;1905;32;41.16105;-8.610021;41.236893;-8.567136
1396823303;750;29;41.132061;-8.605278;41.236857;-8.65989
1380277885;1680;144;41.140782;-8.569746;41.148243;-8.605899
1393342532;330;21;41.151816;-8.621163;41.22621;-8.591562
1379350291;1170;26;41.147964;-8.672751;41.233689;-8.629101
1376902786;1560;37;41.147955;-8.613999;41.165082;-8.572509
1382802836;1050;57;41.147595;-8.654553;41.146668;-8.611929
1401455164;2130;266;41.147199;-8.630613;41.141349;-8.596161
1391167658;540;104;41.154894;-8.605863;41.12388;-8.60796
1383943417;495;72;41.14476;-8.608167;41.146281;-8.675091
1402733789;1035;123;41.141466;-8.624979;41.204583;-8.597997
1385142324;765;106;41.149242;-8.589402;41.148657;-8.609859
1381820412;990;39;41.159754;-8.628813;41.141466;-8.589186
1403017617;1230;129;41.177502;-8.65935;41.154021;-8.612901
1403572597;2730;139;41.148072;-8.600067;41.157099;-8.614062
1378586585;1830;135;41.159151;-8.603352;41.159826;-8.621775
1380724878;3165;60;41.150133;-8.682255;41.170338;-8.652825
1374219706;1350;50;41.169852;-8.606457;41.12451;-8.605944
1401661015;1350;94;41.182695;-8.625654;41.144445;-8.613135
1388673161;1440;60;41.177205;-8.659602;41.17482;-8.641377
1403004795;435;374;41.154795;-8.610858;41.145939;-8.616195
1399626068;2400;213;41.159862;-8.58978;41.164785;-8.619417
1401400575;930;79;41.153508;-8.556714;41.138136;-8.669034
1382001504;2685;22;41.1804;-8.639946;41.165658;-8.628462
1400571203;1185;54;41.147721;-8.61984;41.160159;-8.619417
1400374465;585;47;41.144346;-8.608797;41.14728;-8.499339
1386938171;1680;64;41.148414;-8.566821;41.161491;-8.59437
1399022441;225;39;41.145786;-8.683479;41.151465;-8.647497
1396812510;1965;374;41.14557;-8.609688;41.169195;-8.616456
1392809096;1605;63;41.175126;-8.630253;41.155596;-8.643474
1398801975;435;48;41.150331;-8.611587;41.146281;-8.679204
1400504869;345;9;41.163192;-8.627013;41.179266;-8.613099
1376462554;1260;92;41.15979;-8.587764;41.163327;-8.612532
1374402363;345;80;41.149413;-8.606322;41.237415;-8.587602
1395800127;465;103;41.141403;-8.630406;41.147415;-8.613135
1374984566;1155;108;41.16546;-8.648217;41.159313;-8.647497
1398575650;270;49;41.140962;-8.620704;41.179392;-8.607825
1398801975;390;63;41.152068;-8.649261;41.237343;-8.679024
1390741783;600;68;41.154282;-8.652546;41.105187;-8.610858
1387661718;1995;289;41.1777;-8.628444;41.147883;-8.64099
1393042420;1995;159;41.16042;-8.613459;41.16258;-8.588844
1378550851;975;57;41.145795;-8.585586;41.188365;-8.622405
1397633484;1020;32;41.151699;-8.606511;41.143077;-8.60607
1403557121;195;33;41.180355;-8.611173;41.130909;-8.597673
1375151261;765;29;41.166522;-8.600013;41.160393;-8.59869
1391788911;210;129;41.162958;-8.61417;41.15421;-8.62155
1389403513;180;23;41.146587;-8.688708;41.169546;-8.621226
1397508333;1740;289;41.140953;-8.630766;41.150349;-8.669844
1386060700;1620;18;41.155875;-8.606511;41.151024;-8.588844
1386401219;1350;141;41.175477;-8.609841;41.237064;-8.670294
1399805049;1200;59;41.180571;-8.587764;41.142681;-8.609877
1384267660;2265;89;41.191353;-8.599203;41.146065;-8.666181
1392181422;1155;171;41.154318;-8.612595;41.154075;-8.623557
1378732982;420;159;41.148153;-8.657964;41.154948;-8.611182
1373686360;1215;48;41.163228;-8.610174;41.14584;-8.604036
